pagSeccion;titulo;href
https://www.pagina12.com.ar/secciones/el-pais?page=0;"El Gobierno y medios de comunicación asumieron un ""compromiso ético"" contra las fake news";https://www.pagina12.com.ar/366801-el-gobierno-y-medios-de-comunicacion-asumieron-un-compromiso
https://www.pagina12.com.ar/secciones/el-pais?page=0;PASO 2021: Vidal cierra la campaña en La Rural y Santilli en La Plata;https://www.pagina12.com.ar/366800-paso-2021-vidal-cierra-la-campana-en-la-rural-y-santilli-en-
https://www.pagina12.com.ar/secciones/el-pais?page=0;PASO 2021: Ricardo López Murphy pide cambios en el acuerdo con el PRO;https://www.pagina12.com.ar/366797-paso-2021-ricardo-lopez-murphy-pide-cambios-en-el-acuerdo-co
https://www.pagina12.com.ar/secciones/el-pais?page=0;Dónde voto en Catamarca: PASO 2021, consultá el padrón electoral;https://www.pagina12.com.ar/366796-donde-voto-en-catamarca-paso-2021-consulta-el-padron-elector
https://www.pagina12.com.ar/secciones/el-pais?page=0;Paso 2021: El 147 electoral de Rodríguez Larreta;https://www.pagina12.com.ar/366788-paso-2021-el-147-electoral-de-rodriguez-larreta
https://www.pagina12.com.ar/secciones/el-pais?page=0;Llega el primer lote de vacunas Pfizer a la Argentina;https://www.pagina12.com.ar/366783-llega-el-primer-lote-de-vacunas-pfizer-a-la-argentina
https://www.pagina12.com.ar/secciones/el-pais?page=0;De denunciantes mediáticas a militantes de la oposición formoseña ;https://www.pagina12.com.ar/366770-de-denunciantes-mediaticas-a-militantes-de-la-oposicion-form
https://www.pagina12.com.ar/secciones/el-pais?page=0;PASO 2021: la emotiva conversación de una vecina de Quilmes con Cristina Kirchner ;https://www.pagina12.com.ar/366763-paso-2021-la-emotiva-conversacion-de-una-vecina-de-quilmes-c
https://www.pagina12.com.ar/secciones/el-pais?page=1;Las denuncias de Mauricio Macri y Darío Nieto contra la causa por espionaje se investigarán en Comodoro Py;https://www.pagina12.com.ar/366757-las-denuncias-de-mauricio-macri-y-dario-nieto-contra-la-caus
https://www.pagina12.com.ar/secciones/el-pais?page=1;Ricardo López Murphy volvió a apuntar contra María Eugenia Vidal ;https://www.pagina12.com.ar/366739-ricardo-lopez-murphy-volvio-a-apuntar-contra-maria-eugenia-v
https://www.pagina12.com.ar/secciones/el-pais?page=1;La muerte de Alberto Nisman y el insólito caso del celular de Diego Lagomarsino;https://www.pagina12.com.ar/366734-la-muerte-de-alberto-nisman-y-el-insolito-caso-del-celular-d
https://www.pagina12.com.ar/secciones/el-pais?page=1;PASO 2021: a qué hora estarán los resultados;https://www.pagina12.com.ar/366727-paso-2021-a-que-hora-estaran-los-resultados
https://www.pagina12.com.ar/secciones/el-pais?page=1;PASO 2021: Facundo Manes desafió a Diego Santilli a compartir bunker en La Plata;https://www.pagina12.com.ar/366718-paso-2021-facundo-manes-desafio-a-diego-santilli-a-compartir
https://www.pagina12.com.ar/secciones/el-pais?page=1;PASO 2021: dónde votan los precandidatos de CABA y Buenos Aires;https://www.pagina12.com.ar/366702-paso-2021-donde-votan-los-precandidatos-de-caba-y-buenos-air
https://www.pagina12.com.ar/secciones/el-pais?page=1;Certificado de vacunación en Mi Argentina: las aplicaciones de niños y niñas se registrarán en la app de sus padres;https://www.pagina12.com.ar/366623-certificado-de-vacunacion-en-mi-argentina-las-aplicaciones-d
https://www.pagina12.com.ar/secciones/el-pais?page=1;PASO 2021: cómo ser fiscal en las elecciones;https://www.pagina12.com.ar/366618-paso-2021-como-ser-fiscal-en-las-elecciones
https://www.pagina12.com.ar/secciones/el-pais?page=1;PASO 2021: ¿se puede cortar boleta en estas elecciones?;https://www.pagina12.com.ar/366614-paso-2021-se-puede-cortar-boleta-en-estas-elecciones
https://www.pagina12.com.ar/secciones/el-pais?page=1;Villa Gobernador Gálvez: Balearon la casa de un candidato a concejal y de una concejala integrante de la APDH;https://www.pagina12.com.ar/366609-villa-gobernador-galvez-balearon-la-casa-de-un-candidato-a-c
https://www.pagina12.com.ar/secciones/el-pais?page=1;Cristina Kirchner celebró que el precio de la carne se haya mantenido en dos meses;https://www.pagina12.com.ar/366607-cristina-kirchner-celebro-que-el-precio-de-la-carne-se-haya-
https://www.pagina12.com.ar/secciones/el-pais?page=2;Diputados: reunión con las cámaras de fabricantes de maquinaria agrícola;https://www.pagina12.com.ar/366604-diputados-reunion-con-las-camaras-de-fabricantes-de-maquinar
https://www.pagina12.com.ar/secciones/el-pais?page=2;PASO 2021: qué pasa si no voto en las elecciones;https://www.pagina12.com.ar/366602-paso-2021-que-pasa-si-no-voto-en-las-elecciones
https://www.pagina12.com.ar/secciones/el-pais?page=2;Levantaron el corte en las vías del tren Roca;https://www.pagina12.com.ar/366600-levantaron-el-corte-en-las-vias-del-tren-roca
https://www.pagina12.com.ar/secciones/el-pais?page=2;Ante el fuerte descenso de casos de covid, Nicolás Kreplak dijo que podría no haber tercera ola;https://www.pagina12.com.ar/366593-ante-el-fuerte-descenso-de-casos-de-covid-nicolas-kreplak-di
https://www.pagina12.com.ar/secciones/el-pais?page=2;Corte Suprema: Rosenkrantz confirmó que antes de fin de mes se elegirá nuevo presidente;https://www.pagina12.com.ar/366579-corte-suprema-rosenkrantz-confirmo-que-antes-de-fin-de-mes-s
https://www.pagina12.com.ar/secciones/el-pais?page=2;Alberto Fernández:  “Lo que vivió esta empresa es lo que vivió la industria cuando mucha gente se quedó en la calle”;https://www.pagina12.com.ar/366578-alberto-fernandez-lo-que-vivio-esta-empresa-es-lo-que-vivio-
https://www.pagina12.com.ar/secciones/el-pais?page=2;El Frente de Todos porteño cerró su campaña en Ferro con la presencia de Leandro Santoro y Gisela Marziotta;https://www.pagina12.com.ar/366568-el-frente-de-todos-porteno-cerro-su-campana-en-ferro-con-la-
https://www.pagina12.com.ar/secciones/el-pais?page=2;"Rodríguez Larreta no sabe cómo financió Vidal la compra de su lujosa casa en ""La Isla"" de Recoleta ";https://www.pagina12.com.ar/366566-rodriguez-larreta-no-sabe-como-financio-vidal-la-compra-de-s
https://www.pagina12.com.ar/secciones/el-pais?page=2;Corredores seguros: en Mendoza reabren el aeropuerto y el Paso Cristo Redentor;https://www.pagina12.com.ar/366561-corredores-seguros-en-mendoza-reabren-el-aeropuerto-y-el-pas
https://www.pagina12.com.ar/secciones/el-pais?page=2;Segundas dosis: las vacunas contra la covid que se aplican esta semana ;https://www.pagina12.com.ar/366363-segundas-dosis-las-vacunas-contra-la-covid-que-se-aplican-es
https://www.pagina12.com.ar/secciones/el-pais?page=2;Una por una, las peleas en la interna de Juntos por el Cambio;https://www.pagina12.com.ar/366521-una-por-una-las-peleas-en-la-interna-de-juntos-por-el-cambio
https://www.pagina12.com.ar/secciones/el-pais?page=3;Elisa Carrió pidió ser sobreseída por el festejo de su cumpleaños ;https://www.pagina12.com.ar/366523-elisa-carrio-pidio-ser-sobreseida-por-el-festejo-de-su-cumpl
https://www.pagina12.com.ar/secciones/el-pais?page=3;"Kicillof sobre el macrismo: ""No son halcones ni palomas, son buitres""";https://www.pagina12.com.ar/366391-kicillof-sobre-el-macrismo-no-son-halcones-ni-palomas-son-bu
https://www.pagina12.com.ar/secciones/el-pais?page=3;"PASO 2021: Alberto Fernández: ""La prioridad es construir el país que nos debemos""";https://www.pagina12.com.ar/366446-paso-2021-alberto-fernandez-la-prioridad-es-construir-el-pai
https://www.pagina12.com.ar/secciones/el-pais?page=3;"La Renga tomó distancia de Javier Milei: ""No queremos tener un disfrazado de amigo hablando de la libertad”";https://www.pagina12.com.ar/366458-la-renga-tomo-distancia-de-javier-milei-no-queremos-tener-un
https://www.pagina12.com.ar/secciones/el-pais?page=3;De la ficción de El reino a la política real: los candidatos evangélicos en las PASO 2021;https://www.pagina12.com.ar/366334-de-la-ficcion-de-el-reino-a-la-politica-real-los-candidatos-
https://www.pagina12.com.ar/secciones/el-pais?page=3;"Máximo Kirchner: ""Pensaron que sólo se trataba de actuar para diferentes spots y después nada de gobernar""";https://www.pagina12.com.ar/366493-maximo-kirchner-pensaron-que-solo-se-trataba-de-actuar-para-
https://www.pagina12.com.ar/secciones/el-pais?page=3;"Garchar: Victoria Tolosa Paz, Beatriz Sarlo y las ""malas palabras""";https://www.pagina12.com.ar/366497-garchar-victoria-tolosa-paz-beatriz-sarlo-y-las-malas-palabr
https://www.pagina12.com.ar/secciones/el-pais?page=3;"Alberto Fernández, confiado en el resultado de la PASO: ""El pueblo no va a abandonar a un Gobierno que se preocupó por ellos""";https://www.pagina12.com.ar/366352-alberto-fernandez-confiado-en-el-resultado-de-la-paso-el-pue
https://www.pagina12.com.ar/secciones/el-pais?page=3;PASO 2021: Denuncian al Gobierno porteño por uso ilegal de datos personales;https://www.pagina12.com.ar/366500-paso-2021-denuncian-al-gobierno-porteno-por-uso-ilegal-de-da
https://www.pagina12.com.ar/secciones/el-pais?page=3;Mauricio Macri insiste en defender el préstamo del FMI;https://www.pagina12.com.ar/366356-mauricio-macri-insiste-en-defender-el-prestamo-del-fmi
https://www.pagina12.com.ar/secciones/el-pais?page=3;Carlos Stornelli entregó su pasaporte a la Justicia en noviembre de 2020;https://www.pagina12.com.ar/366516-carlos-stornelli-entrego-su-pasaporte-a-la-justicia-en-novie
